datetime,prism,pnnl,daymet,conus,ucla,gridmet
2006-11-04,53.17852588274283,37.62879180908203,46.209903717041016,60.7105712890625,56.70404815673828,57.632684824902704
2006-11-05,109.57690266851714,75.06248092651367,95.51023483276367,81.43941116333008,77.72408676147461,91.75914396887154
2006-11-06,166.00643227980197,224.40166854858398,193.26478958129883,215.0591926574707,177.68707656860352,244.43949416342417
2006-11-07,287.6892830865105,318.5363121032715,236.69988250732422,248.72798538208008,221.3874168395996,316.69046692607003
2006-11-08,334.492587122361,327.32135009765625,246.68413925170898,261.7108898162842,234.65506267547607,327.2056420233463
2006-11-09,339.683879666472,329.4216468334198,254.25109577178955,262.6638279557228,236.04132163524628,332.70408560311284
2006-11-10,346.2789465992446,345.69934916496277,283.3833055496216,292.86051946878433,270.9593209028244,380.274513618677
2006-11-11,382.95044564368845,371.7518298625946,303.92300510406494,303.91709619760513,290.37378776073456,398.9204280155642
2006-11-12,408.13410148372157,407.24768710136414,340.13249683380127,352.82397562265396,336.9101952314377,453.68599221789884
