datetime,CONUS_hourly_precip_mm,UCLA_hourly_precip_mm,PNNL_hourly_precip_mm
1995-12-01 04:00:00,0.41058567,0.98441017,1.8970386
1995-12-01 05:00:00,0.4343097,1.0017669,1.8012017
1995-12-01 06:00:00,1.029405,0.94369566,2.1191819
1995-12-01 07:00:00,1.1342812,0.85155314,2.5391939
1995-12-01 08:00:00,1.5849594,0.8013863,2.3438375
1995-12-01 09:00:00,1.4301249,0.83883077,2.1931524
1995-12-01 10:00:00,1.1462018,0.9657733,1.963665
1995-12-01 11:00:00,1.2837007,1.1700315,1.699704
1995-12-01 12:00:00,1.1298727,1.4028124,1.9165136
1995-12-01 13:00:00,0.76953405,1.7080885,1.5204415
1995-12-01 14:00:00,0.54987085,1.4513077,1.1210507
1995-12-01 15:00:00,0.2490147,1.2539667,1.2780676
1995-12-01 16:00:00,0.38709068,0.74945813,1.2094282
1995-12-01 17:00:00,0.44897452,0.53151095,0.9351991
1995-12-01 18:00:00,0.4745471,0.45649812,0.48661464
1995-12-01 19:00:00,0.4603437,0.48993263,0.82724637
1995-12-01 20:00:00,0.65030724,0.38984618,1.299597
1995-12-01 21:00:00,0.58512837,0.3476877,0.7479688
1995-12-01 22:00:00,0.3086275,0.53870815,0.67220944
1995-12-01 23:00:00,0.64415103,0.67841196,0.59635735
1995-12-02 00:00:00,0.24653424,0.98470604,0.5731524
1995-12-02 01:00:00,0.55989933,1.2903769,0.9050778
1995-12-02 02:00:00,0.82212484,1.4391769,1.3064901
1995-12-02 03:00:00,1.1450988,1.4300883,1.1907649
1995-12-02 04:00:00,1.1604626,1.2385534,0.8317618
1995-12-02 05:00:00,1.6986542,0.96551764,0.6658398
1995-12-02 06:00:00,1.2811216,0.99454516,0.8918738
1995-12-02 07:00:00,1.3739921,1.4932235,1.1960604
1995-12-02 08:00:00,2.2600842,1.7668171,0.6038329
1995-12-02 09:00:00,2.0373614,1.947176,0.58815235
1995-12-02 10:00:00,2.1083896,1.8475442,0.9930381
1995-12-02 11:00:00,1.296811,1.9369252,1.4789703
1995-12-02 12:00:00,1.0557374,1.7039742,1.3516507
1995-12-02 13:00:00,0.91588587,1.3758324,1.3934338
1995-12-02 14:00:00,0.97828597,1.1550424,1.0660976
1995-12-02 15:00:00,0.7780304,1.0045218,0.63040555
1995-12-02 16:00:00,0.70028096,0.86588675,0.9265645
1995-12-02 17:00:00,0.49427173,0.7348097,0.9676642
1995-12-02 18:00:00,0.7412307,0.6666948,0.78372896
1995-12-02 19:00:00,0.5248171,0.7981583,0.6817707
1995-12-02 20:00:00,0.5838055,0.7476296,0.6416815
1995-12-02 21:00:00,0.7225904,0.65418476,0.6560383
1995-12-02 22:00:00,0.6813391,0.64921445,0.4274182
1995-12-02 23:00:00,0.668224,0.5548105,0.28135422
1995-12-03 00:00:00,0.60068893,0.49751967,0.11811881
1995-12-03 01:00:00,0.5413384,0.38489267,0.12014278
1995-12-03 02:00:00,0.47049743,0.3019484,0.040492855
1995-12-03 03:00:00,0.24603948,0.2844668,0.10146834
1995-12-03 04:00:00,0.10225188,0.3243212,0.14337741
1995-12-03 05:00:00,0.035406478,0.25512666,0.22818686
1995-12-03 06:00:00,0.058980852,0.22093761,0.30715054
1995-12-03 07:00:00,0.04103839,0.20867172,0.3069991
1995-12-03 08:00:00,0.041883465,0.17437682,0.26450923
1995-12-03 09:00:00,0.05885119,0.17207928,0.23683533
1995-12-03 10:00:00,0.06460836,0.2521655,0.26730904
1995-12-03 11:00:00,0.04386089,0.27281937,0.24979468
1995-12-03 12:00:00,0.086270615,0.3370595,0.26621225
1995-12-03 13:00:00,0.084675916,0.43934724,0.24594875
1995-12-03 14:00:00,0.035588566,0.5989492,0.2430318
1995-12-03 15:00:00,0.08380346,0.73960876,0.34911993
1995-12-03 16:00:00,0.51121086,0.8512969,0.6467916
1995-12-03 17:00:00,0.6469968,0.96689403,1.1488991
1995-12-03 18:00:00,0.51791805,0.9524097,1.4168838
1995-12-03 19:00:00,0.36962843,0.8834808,1.2795032
1995-12-03 20:00:00,0.33166078,0.99173284,1.0957223
1995-12-03 21:00:00,0.3878645,1.3099241,1.1692623
1995-12-03 22:00:00,0.6008896,1.828456,1.0456551
1995-12-03 23:00:00,0.7040409,2.3621204,0.72144705
1995-12-04 00:00:00,0.8554321,2.4483538,0.9391005
1995-12-04 01:00:00,1.1967584,2.3887818,2.6461892
1995-12-04 02:00:00,1.9176319,3.5197225,3.4069805
1995-12-04 03:00:00,3.3726783,4.387705,3.4339135
1995-12-04 04:00:00,4.5645204,3.0247436,2.3309674
1995-12-04 05:00:00,4.559844,1.0296005,1.5315486
1995-12-04 06:00:00,3.64772,0.7855969,0.8264019
1995-12-04 07:00:00,1.7014025,1.6735846,1.2279477
1995-12-04 08:00:00,1.0931802,1.3771054,1.7851142
1995-12-04 09:00:00,0.28064495,0.6908694,0.48575154
1995-12-04 10:00:00,0.05849378,0.4478193,0.31230214
1995-12-04 11:00:00,0.0065746857,0.35324782,0.16133878
1995-12-04 12:00:00,0.0017956444,0.3603167,0.13581136
1995-12-04 13:00:00,0.0019562258,0.24838693,0.0560268
1995-12-04 14:00:00,0.0015197677,0.19910789,0.04806393
1995-12-04 15:00:00,0.0007603401,0.16837108,0.046217125
1995-12-04 16:00:00,0.013710706,0.16532867,0.051025357
1995-12-04 17:00:00,0.25958726,0.17321403,0.07490308
1995-12-04 18:00:00,0.51184803,0.1421814,0.058298778
1995-12-04 19:00:00,0.57877046,0.15684104,0.013095065
1995-12-04 20:00:00,0.6429568,0.1925656,0.007282311
1995-12-04 21:00:00,0.39145806,0.20219235,0.025724284
1995-12-04 22:00:00,0.3154566,0.20939231,0.045921173
1995-12-04 23:00:00,0.3494116,0.19486222,0.12450821
