datetime,prism,pnnl,daymet,conus,ucla,gridmet
1990-11-07,15.297806890699194,18.729623794555664,13.4159517288208,16.454513549804688,11.889836311340332,34.472373540856026
1990-11-08,31.050596555377968,26.403042793273926,61.720017433166504,24.209392070770264,21.344782829284668,81.18929961089492
1990-11-09,102.17056195366679,104.5423173904419,156.19445133209229,133.3328356742859,140.4760618209839,253.68385214007762
1990-11-10,221.49279329744854,198.35736560821533,202.80275440216064,214.82918119430542,215.91621685028076,292.00953307392973
1990-11-11,253.87309150440515,212.56042575836182,209.52660655975342,226.4703230857849,228.4381217956543,294.07723735408536
1990-11-12,253.96948538551482,212.67393957078457,237.18604564666748,226.4703231307037,229.15731805562973,322.58307392996085
1990-11-13,298.82946434490657,267.2523468583822,270.93014430999756,278.7359633894928,279.98928064107895,380.7499999999998
1990-11-14,336.0118275906354,275.6978453248739,290.98711109161377,291.102630183316,293.17775052785873,397.4077821011671
1990-11-15,354.5926937660809,286.2619198411703,298.199649810791,298.56056122503355,306.9913806319237,401.66284046692584
