event_date,CONUS,UCLA,PNNL
1990-11-24,-4.544889937434432,-3.7300617158569533,1.148182782867621e-07
1995-11-29,-1.5016866296776767,-0.41423441579854403,2.4132186752116038e-06
1990-11-10,-1.99133025871774,-1.3558216104842395,-1.3992721798994269e-06
2006-11-07,-0.589109244728158,-0.9899145775787545,2.779227390575443e-06
2003-10-21,-5.702984564824191,-2.6941844734142206,-7.201302420094751e-06
2021-11-15,0.9997645192134866,-0.3500951722281707,
